PK,DataCompleta,DiaDaSemana,MesTxt,Ano,AnoMes,MesTxtAno,DiaDaSemanaNum,DiaDoMes,DiaDoAno,MesDoAno,SemanaDoAno
20180729,July 29 2018,Sunday,July,2018,201807,Jul2018,1,29,210,7,31
20180730,July 30 2018,Monday,July,2018,201807,Jul2018,2,30,211,7,31
20180731,July 31 2018,Tuesday,July,2018,201807,Jul2018,3,31,212,7,31
20180801,August 01 2018,Wednesday,August,2018,201808,Aug2018,4,1,213,8,31
20180802,August 02 2018,Thursday,August,2018,201808,Aug2018,5,2,214,8,31
20180803,August 03 2018,Friday,August,2018,201808,Aug2018,6,3,215,8,31
20180804,August 04 2018,Saturday,August,2018,201808,Aug2018,7,4,216,8,31
20180805,August 05 2018,Sunday,August,2018,201808,Aug2018,1,5,217,8,32
20180806,August 06 2018,Monday,August,2018,201808,Aug2018,2,6,218,8,32
20180807,August 07 2018,Tuesday,August,2018,201808,Aug2018,3,7,219,8,32
20180808,August 08 2018,Wednesday,August,2018,201808,Aug2018,4,8,220,8,32
20180809,August 09 2018,Thursday,August,2018,201808,Aug2018,5,9,221,8,32
20180810,August 10 2018,Friday,August,2018,201808,Aug2018,6,10,222,8,32
20180811,August 11 2018,Saturday,August,2018,201808,Aug2018,7,11,223,8,32
20180812,August 12 2018,Sunday,August,2018,201808,Aug2018,1,12,224,8,33
20180813,August 13 2018,Monday,August,2018,201808,Aug2018,2,13,225,8,33
20180814,August 14 2018,Tuesday,August,2018,201808,Aug2018,3,14,226,8,33
20180815,August 15 2018,Wednesday,August,2018,201808,Aug2018,4,15,227,8,33
20180816,August 16 2018,Thursday,August,2018,201808,Aug2018,5,16,228,8,33
20180817,August 17 2018,Friday,August,2018,201808,Aug2018,6,17,229,8,33
20180818,August 18 2018,Saturday,August,2018,201808,Aug2018,7,18,230,8,33
20180819,August 19 2018,Sunday,August,2018,201808,Aug2018,1,19,231,8,34
20180820,August 20 2018,Monday,August,2018,201808,Aug2018,2,20,232,8,34
20180821,August 21 2018,Tuesday,August,2018,201808,Aug2018,3,21,233,8,34
20180822,August 22 2018,Wednesday,August,2018,201808,Aug2018,4,22,234,8,34
20180823,August 23 2018,Thursday,August,2018,201808,Aug2018,5,23,235,8,34
20180824,August 24 2018,Friday,August,2018,201808,Aug2018,6,24,236,8,34
20180825,August 25 2018,Saturday,August,2018,201808,Aug2018,7,25,237,8,34
20180826,August 26 2018,Sunday,August,2018,201808,Aug2018,1,26,238,8,35
20180827,August 27 2018,Monday,August,2018,201808,Aug2018,2,27,239,8,35
20180828,August 28 2018,Tuesday,August,2018,201808,Aug2018,3,28,240,8,35
20180829,August 29 2018,Wednesday,August,2018,201808,Aug2018,4,29,241,8,35
20180830,August 30 2018,Thursday,August,2018,201808,Aug2018,5,30,242,8,35
20180831,August 31 2018,Friday,August,2018,201808,Aug2018,6,31,243,8,35
20180901,September 01 2018,Saturday,September,2018,201809,Sep2018,7,1,244,9,35
20180902,September 02 2018,Sunday,September,2018,201809,Sep2018,1,2,245,9,36
20180903,September 03 2018,Monday,September,2018,201809,Sep2018,2,3,246,9,36
20180904,September 04 2018,Tuesday,September,2018,201809,Sep2018,3,4,247,9,36
20180905,September 05 2018,Wednesday,September,2018,201809,Sep2018,4,5,248,9,36
20180906,September 06 2018,Thursday,September,2018,201809,Sep2018,5,6,249,9,36
20180907,September 07 2018,Friday,September,2018,201809,Sep2018,6,7,250,9,36
20180908,September 08 2018,Saturday,September,2018,201809,Sep2018,7,8,251,9,36
20180909,September 09 2018,Sunday,September,2018,201809,Sep2018,1,9,252,9,37
20180910,September 10 2018,Monday,September,2018,201809,Sep2018,2,10,253,9,37
20180911,September 11 2018,Tuesday,September,2018,201809,Sep2018,3,11,254,9,37
20180912,September 12 2018,Wednesday,September,2018,201809,Sep2018,4,12,255,9,37
20180913,September 13 2018,Thursday,September,2018,201809,Sep2018,5,13,256,9,37
20180914,September 14 2018,Friday,September,2018,201809,Sep2018,6,14,257,9,37
20180915,September 15 2018,Saturday,September,2018,201809,Sep2018,7,15,258,9,37
20180916,September 16 2018,Sunday,September,2018,201809,Sep2018,1,16,259,9,38
20180917,September 17 2018,Monday,September,2018,201809,Sep2018,2,17,260,9,38
20180918,September 18 2018,Tuesday,September,2018,201809,Sep2018,3,18,261,9,38
20180919,September 19 2018,Wednesday,September,2018,201809,Sep2018,4,19,262,9,38
20180920,September 20 2018,Thursday,September,2018,201809,Sep2018,5,20,263,9,38
20180921,September 21 2018,Friday,September,2018,201809,Sep2018,6,21,264,9,38
20180922,September 22 2018,Saturday,September,2018,201809,Sep2018,7,22,265,9,38
20180923,September 23 2018,Sunday,September,2018,201809,Sep2018,1,23,266,9,39
20180924,September 24 2018,Monday,September,2018,201809,Sep2018,2,24,267,9,39
20180925,September 25 2018,Tuesday,September,2018,201809,Sep2018,3,25,268,9,39
20180926,September 26 2018,Wednesday,September,2018,201809,Sep2018,4,26,269,9,39
20180927,September 27 2018,Thursday,September,2018,201809,Sep2018,5,27,270,9,39
20180928,September 28 2018,Friday,September,2018,201809,Sep2018,6,28,271,9,39
20180929,September 29 2018,Saturday,September,2018,201809,Sep2018,7,29,272,9,39
20180930,September 30 2018,Sunday,September,2018,201809,Sep2018,1,30,273,9,40
20181001,October 01 2018,Monday,October,2018,201810,Oct2018,2,1,274,10,40
20181002,October 02 2018,Tuesday,October,2018,201810,Oct2018,3,2,275,10,40
20181003,October 03 2018,Wednesday,October,2018,201810,Oct2018,4,3,276,10,40
20181004,October 04 2018,Thursday,October,2018,201810,Oct2018,5,4,277,10,40
20181005,October 05 2018,Friday,October,2018,201810,Oct2018,6,5,278,10,40
20181006,October 06 2018,Saturday,October,2018,201810,Oct2018,7,6,279,10,40
20181007,October 07 2018,Sunday,October,2018,201810,Oct2018,1,7,280,10,41
20181008,October 08 2018,Monday,October,2018,201810,Oct2018,2,8,281,10,41
20181009,October 09 2018,Tuesday,October,2018,201810,Oct2018,3,9,282,10,41
20181010,October 10 2018,Wednesday,October,2018,201810,Oct2018,4,10,283,10,41
20181011,October 11 2018,Thursday,October,2018,201810,Oct2018,5,11,284,10,41
20181012,October 12 2018,Friday,October,2018,201810,Oct2018,6,12,285,10,41
20181013,October 13 2018,Saturday,October,2018,201810,Oct2018,7,13,286,10,41
20181014,October 14 2018,Sunday,October,2018,201810,Oct2018,1,14,287,10,42
20181015,October 15 2018,Monday,October,2018,201810,Oct2018,2,15,288,10,42
20181016,October 16 2018,Tuesday,October,2018,201810,Oct2018,3,16,289,10,42
20181017,October 17 2018,Wednesday,October,2018,201810,Oct2018,4,17,290,10,42
20181018,October 18 2018,Thursday,October,2018,201810,Oct2018,5,18,291,10,42
20181019,October 19 2018,Friday,October,2018,201810,Oct2018,6,19,292,10,42
20181020,October 20 2018,Saturday,October,2018,201810,Oct2018,7,20,293,10,42
20181021,October 21 2018,Sunday,October,2018,201810,Oct2018,1,21,294,10,43
20181022,October 22 2018,Monday,October,2018,201810,Oct2018,2,22,295,10,43
20181023,October 23 2018,Tuesday,October,2018,201810,Oct2018,3,23,296,10,43
20181024,October 24 2018,Wednesday,October,2018,201810,Oct2018,4,24,297,10,43
20181025,October 25 2018,Thursday,October,2018,201810,Oct2018,5,25,298,10,43
20181026,October 26 2018,Friday,October,2018,201810,Oct2018,6,26,299,10,43
20181027,October 27 2018,Saturday,October,2018,201810,Oct2018,7,27,300,10,43
20181028,October 28 2018,Sunday,October,2018,201810,Oct2018,1,28,301,10,44
20181029,October 29 2018,Monday,October,2018,201810,Oct2018,2,29,302,10,44
20181030,October 30 2018,Tuesday,October,2018,201810,Oct2018,3,30,303,10,44
20181031,October 31 2018,Wednesday,October,2018,201810,Oct2018,4,31,304,10,44
20181101,November 01 2018,Thursday,November,2018,201811,Nov2018,5,1,305,11,44
20181102,November 02 2018,Friday,November,2018,201811,Nov2018,6,2,306,11,44
20181103,November 03 2018,Saturday,November,2018,201811,Nov2018,7,3,307,11,44
20181104,November 04 2018,Sunday,November,2018,201811,Nov2018,1,4,308,11,45
20181105,November 05 2018,Monday,November,2018,201811,Nov2018,2,5,309,11,45
20181106,November 06 2018,Tuesday,November,2018,201811,Nov2018,3,6,310,11,45
20181107,November 07 2018,Wednesday,November,2018,201811,Nov2018,4,7,311,11,45
20181108,November 08 2018,Thursday,November,2018,201811,Nov2018,5,8,312,11,45
20181109,November 09 2018,Friday,November,2018,201811,Nov2018,6,9,313,11,45
20181110,November 10 2018,Saturday,November,2018,201811,Nov2018,7,10,314,11,45
20181111,November 11 2018,Sunday,November,2018,201811,Nov2018,1,11,315,11,46
20181112,November 12 2018,Monday,November,2018,201811,Nov2018,2,12,316,11,46
20181113,November 13 2018,Tuesday,November,2018,201811,Nov2018,3,13,317,11,46
20181114,November 14 2018,Wednesday,November,2018,201811,Nov2018,4,14,318,11,46
20181115,November 15 2018,Thursday,November,2018,201811,Nov2018,5,15,319,11,46
20181116,November 16 2018,Friday,November,2018,201811,Nov2018,6,16,320,11,46
20181117,November 17 2018,Saturday,November,2018,201811,Nov2018,7,17,321,11,46
20181118,November 18 2018,Sunday,November,2018,201811,Nov2018,1,18,322,11,47
20181119,November 19 2018,Monday,November,2018,201811,Nov2018,2,19,323,11,47
20181120,November 20 2018,Tuesday,November,2018,201811,Nov2018,3,20,324,11,47
20181121,November 21 2018,Wednesday,November,2018,201811,Nov2018,4,21,325,11,47
20181122,November 22 2018,Thursday,November,2018,201811,Nov2018,5,22,326,11,47
20181123,November 23 2018,Friday,November,2018,201811,Nov2018,6,23,327,11,47
20181124,November 24 2018,Saturday,November,2018,201811,Nov2018,7,24,328,11,47
20181125,November 25 2018,Sunday,November,2018,201811,Nov2018,1,25,329,11,48
20181126,November 26 2018,Monday,November,2018,201811,Nov2018,2,26,330,11,48
20181127,November 27 2018,Tuesday,November,2018,201811,Nov2018,3,27,331,11,48
20181128,November 28 2018,Wednesday,November,2018,201811,Nov2018,4,28,332,11,48
20181129,November 29 2018,Thursday,November,2018,201811,Nov2018,5,29,333,11,48
20181130,November 30 2018,Friday,November,2018,201811,Nov2018,6,30,334,11,48
20181201,December 01 2018,Saturday,December,2018,201812,Dec2018,7,1,335,12,48
20181202,December 02 2018,Sunday,December,2018,201812,Dec2018,1,2,336,12,49
20181203,December 03 2018,Monday,December,2018,201812,Dec2018,2,3,337,12,49
20181204,December 04 2018,Tuesday,December,2018,201812,Dec2018,3,4,338,12,49
20181205,December 05 2018,Wednesday,December,2018,201812,Dec2018,4,5,339,12,49
20181206,December 06 2018,Thursday,December,2018,201812,Dec2018,5,6,340,12,49
20181207,December 07 2018,Friday,December,2018,201812,Dec2018,6,7,341,12,49
20181208,December 08 2018,Saturday,December,2018,201812,Dec2018,7,8,342,12,49
20181209,December 09 2018,Sunday,December,2018,201812,Dec2018,1,9,343,12,50
20181210,December 10 2018,Monday,December,2018,201812,Dec2018,2,10,344,12,50
20181211,December 11 2018,Tuesday,December,2018,201812,Dec2018,3,11,345,12,50
20181212,December 12 2018,Wednesday,December,2018,201812,Dec2018,4,12,346,12,50
20181213,December 13 2018,Thursday,December,2018,201812,Dec2018,5,13,347,12,50
20181214,December 14 2018,Friday,December,2018,201812,Dec2018,6,14,348,12,50
20181215,December 15 2018,Saturday,December,2018,201812,Dec2018,7,15,349,12,50
20181216,December 16 2018,Sunday,December,2018,201812,Dec2018,1,16,350,12,51
20181217,December 17 2018,Monday,December,2018,201812,Dec2018,2,17,351,12,51
20181218,December 18 2018,Tuesday,December,2018,201812,Dec2018,3,18,352,12,51
20181219,December 19 2018,Wednesday,December,2018,201812,Dec2018,4,19,353,12,51
20181220,December 20 2018,Thursday,December,2018,201812,Dec2018,5,20,354,12,51
20181221,December 21 2018,Friday,December,2018,201812,Dec2018,6,21,355,12,51
20181222,December 22 2018,Saturday,December,2018,201812,Dec2018,7,22,356,12,51
20181223,December 23 2018,Sunday,December,2018,201812,Dec2018,1,23,357,12,52
20181224,December 24 2018,Monday,December,2018,201812,Dec2018,2,24,358,12,52
20181225,December 25 2018,Tuesday,December,2018,201812,Dec2018,3,25,359,12,52
20181226,December 26 2018,Wednesday,December,2018,201812,Dec2018,4,26,360,12,52
20181227,December 27 2018,Thursday,December,2018,201812,Dec2018,5,27,361,12,52
20181228,December 28 2018,Friday,December,2018,201812,Dec2018,6,28,362,12,52
20181229,December 29 2018,Saturday,December,2018,201812,Dec2018,7,29,363,12,52
20181230,December 30 2018,Sunday,December,2018,201812,Dec2018,1,30,364,12,1
20181231,December 31 2018,Monday,December,2018,201812,Dec2018,2,31,365,12,1
20190101,January 01 2019,Tuesday,January,2019,201901,Jan2019,3,1,1,1,1
20190102,January 02 2019,Wednesday,January,2019,201901,Jan2019,4,2,2,1,1
20190103,January 03 2019,Thursday,January,2019,201901,Jan2019,5,3,3,1,1
20190104,January 04 2019,Friday,January,2019,201901,Jan2019,6,4,4,1,1
20190105,January 05 2019,Saturday,January,2019,201901,Jan2019,7,5,5,1,1
20190106,January 06 2019,Sunday,January,2019,201901,Jan2019,1,6,6,1,2
20190107,January 07 2019,Monday,January,2019,201901,Jan2019,2,7,7,1,2
20190108,January 08 2019,Tuesday,January,2019,201901,Jan2019,3,8,8,1,2
20190109,January 09 2019,Wednesday,January,2019,201901,Jan2019,4,9,9,1,2
20190110,January 10 2019,Thursday,January,2019,201901,Jan2019,5,10,10,1,2
20190111,January 11 2019,Friday,January,2019,201901,Jan2019,6,11,11,1,2
20190112,January 12 2019,Saturday,January,2019,201901,Jan2019,7,12,12,1,2
20190113,January 13 2019,Sunday,January,2019,201901,Jan2019,1,13,13,1,3
20190114,January 14 2019,Monday,January,2019,201901,Jan2019,2,14,14,1,3
20190115,January 15 2019,Tuesday,January,2019,201901,Jan2019,3,15,15,1,3
20190116,January 16 2019,Wednesday,January,2019,201901,Jan2019,4,16,16,1,3
20190117,January 17 2019,Thursday,January,2019,201901,Jan2019,5,17,17,1,3
20190118,January 18 2019,Friday,January,2019,201901,Jan2019,6,18,18,1,3
20190119,January 19 2019,Saturday,January,2019,201901,Jan2019,7,19,19,1,3
20190120,January 20 2019,Sunday,January,2019,201901,Jan2019,1,20,20,1,4
20190121,January 21 2019,Monday,January,2019,201901,Jan2019,2,21,21,1,4
20190122,January 22 2019,Tuesday,January,2019,201901,Jan2019,3,22,22,1,4
20190123,January 23 2019,Wednesday,January,2019,201901,Jan2019,4,23,23,1,4
20190124,January 24 2019,Thursday,January,2019,201901,Jan2019,5,24,24,1,4
20190125,January 25 2019,Friday,January,2019,201901,Jan2019,6,25,25,1,4
20190126,January 26 2019,Saturday,January,2019,201901,Jan2019,7,26,26,1,4
20190127,January 27 2019,Sunday,January,2019,201901,Jan2019,1,27,27,1,5
20190128,January 28 2019,Monday,January,2019,201901,Jan2019,2,28,28,1,5
20190129,January 29 2019,Tuesday,January,2019,201901,Jan2019,3,29,29,1,5
20190130,January 30 2019,Wednesday,January,2019,201901,Jan2019,4,30,30,1,5
20190131,January 31 2019,Thursday,January,2019,201901,Jan2019,5,31,31,1,5
20190201,February 01 2019,Friday,February,2019,201902,Feb2019,6,1,32,2,5
20190202,February 02 2019,Saturday,February,2019,201902,Feb2019,7,2,33,2,5
20190203,February 03 2019,Sunday,February,2019,201902,Feb2019,1,3,34,2,6
20190204,February 04 2019,Monday,February,2019,201902,Feb2019,2,4,35,2,6
20190205,February 05 2019,Tuesday,February,2019,201902,Feb2019,3,5,36,2,6
20190206,February 06 2019,Wednesday,February,2019,201902,Feb2019,4,6,37,2,6
20190207,February 07 2019,Thursday,February,2019,201902,Feb2019,5,7,38,2,6
20190208,February 08 2019,Friday,February,2019,201902,Feb2019,6,8,39,2,6
20190209,February 09 2019,Saturday,February,2019,201902,Feb2019,7,9,40,2,6
20190210,February 10 2019,Sunday,February,2019,201902,Feb2019,1,10,41,2,7
20190211,February 11 2019,Monday,February,2019,201902,Feb2019,2,11,42,2,7
20190212,February 12 2019,Tuesday,February,2019,201902,Feb2019,3,12,43,2,7
20190213,February 13 2019,Wednesday,February,2019,201902,Feb2019,4,13,44,2,7
20190214,February 14 2019,Thursday,February,2019,201902,Feb2019,5,14,45,2,7
20190215,February 15 2019,Friday,February,2019,201902,Feb2019,6,15,46,2,7
20190216,February 16 2019,Saturday,February,2019,201902,Feb2019,7,16,47,2,7
20190217,February 17 2019,Sunday,February,2019,201902,Feb2019,1,17,48,2,8
20190218,February 18 2019,Monday,February,2019,201902,Feb2019,2,18,49,2,8
20190219,February 19 2019,Tuesday,February,2019,201902,Feb2019,3,19,50,2,8
20190220,February 20 2019,Wednesday,February,2019,201902,Feb2019,4,20,51,2,8
20190221,February 21 2019,Thursday,February,2019,201902,Feb2019,5,21,52,2,8
20190222,February 22 2019,Friday,February,2019,201902,Feb2019,6,22,53,2,8
20190223,February 23 2019,Saturday,February,2019,201902,Feb2019,7,23,54,2,8
20190224,February 24 2019,Sunday,February,2019,201902,Feb2019,1,24,55,2,9
20190225,February 25 2019,Monday,February,2019,201902,Feb2019,2,25,56,2,9
20190226,February 26 2019,Tuesday,February,2019,201902,Feb2019,3,26,57,2,9
20190227,February 27 2019,Wednesday,February,2019,201902,Feb2019,4,27,58,2,9
20190228,February 28 2019,Thursday,February,2019,201902,Feb2019,5,28,59,2,9
20190301,March 01 2019,Friday,March,2019,201903,Mar2019,6,1,60,3,9
20190302,March 02 2019,Saturday,March,2019,201903,Mar2019,7,2,61,3,9
20190303,March 03 2019,Sunday,March,2019,201903,Mar2019,1,3,62,3,10
20190304,March 04 2019,Monday,March,2019,201903,Mar2019,2,4,63,3,10
20190305,March 05 2019,Tuesday,March,2019,201903,Mar2019,3,5,64,3,10
20190306,March 06 2019,Wednesday,March,2019,201903,Mar2019,4,6,65,3,10
20190307,March 07 2019,Thursday,March,2019,201903,Mar2019,5,7,66,3,10
20190308,March 08 2019,Friday,March,2019,201903,Mar2019,6,8,67,3,10
20190309,March 09 2019,Saturday,March,2019,201903,Mar2019,7,9,68,3,10
20190310,March 10 2019,Sunday,March,2019,201903,Mar2019,1,10,69,3,11
20190311,March 11 2019,Monday,March,2019,201903,Mar2019,2,11,70,3,11
20190312,March 12 2019,Tuesday,March,2019,201903,Mar2019,3,12,71,3,11
20190313,March 13 2019,Wednesday,March,2019,201903,Mar2019,4,13,72,3,11
20190314,March 14 2019,Thursday,March,2019,201903,Mar2019,5,14,73,3,11
20190315,March 15 2019,Friday,March,2019,201903,Mar2019,6,15,74,3,11
20190316,March 16 2019,Saturday,March,2019,201903,Mar2019,7,16,75,3,11
20190317,March 17 2019,Sunday,March,2019,201903,Mar2019,1,17,76,3,12
20190318,March 18 2019,Monday,March,2019,201903,Mar2019,2,18,77,3,12
20190319,March 19 2019,Tuesday,March,2019,201903,Mar2019,3,19,78,3,12
20190320,March 20 2019,Wednesday,March,2019,201903,Mar2019,4,20,79,3,12
20190321,March 21 2019,Thursday,March,2019,201903,Mar2019,5,21,80,3,12
20190322,March 22 2019,Friday,March,2019,201903,Mar2019,6,22,81,3,12
20190323,March 23 2019,Saturday,March,2019,201903,Mar2019,7,23,82,3,12
20190324,March 24 2019,Sunday,March,2019,201903,Mar2019,1,24,83,3,13
20190325,March 25 2019,Monday,March,2019,201903,Mar2019,2,25,84,3,13
20190326,March 26 2019,Tuesday,March,2019,201903,Mar2019,3,26,85,3,13
20190327,March 27 2019,Wednesday,March,2019,201903,Mar2019,4,27,86,3,13
20190328,March 28 2019,Thursday,March,2019,201903,Mar2019,5,28,87,3,13
20190329,March 29 2019,Friday,March,2019,201903,Mar2019,6,29,88,3,13
20190330,March 30 2019,Saturday,March,2019,201903,Mar2019,7,30,89,3,13
20190331,March 31 2019,Sunday,March,2019,201903,Mar2019,1,31,90,3,14
20190401,April 01 2019,Monday,April,2019,201904,Apr2019,2,1,91,4,14
20190402,April 02 2019,Tuesday,April,2019,201904,Apr2019,3,2,92,4,14
20190403,April 03 2019,Wednesday,April,2019,201904,Apr2019,4,3,93,4,14
20190404,April 04 2019,Thursday,April,2019,201904,Apr2019,5,4,94,4,14
20190405,April 05 2019,Friday,April,2019,201904,Apr2019,6,5,95,4,14
20190406,April 06 2019,Saturday,April,2019,201904,Apr2019,7,6,96,4,14
20190407,April 07 2019,Sunday,April,2019,201904,Apr2019,1,7,97,4,15
20190408,April 08 2019,Monday,April,2019,201904,Apr2019,2,8,98,4,15
20190409,April 09 2019,Tuesday,April,2019,201904,Apr2019,3,9,99,4,15
20190410,April 10 2019,Wednesday,April,2019,201904,Apr2019,4,10,100,4,15
20190411,April 11 2019,Thursday,April,2019,201904,Apr2019,5,11,101,4,15
20190412,April 12 2019,Friday,April,2019,201904,Apr2019,6,12,102,4,15
20190413,April 13 2019,Saturday,April,2019,201904,Apr2019,7,13,103,4,15
20190414,April 14 2019,Sunday,April,2019,201904,Apr2019,1,14,104,4,16
20190415,April 15 2019,Monday,April,2019,201904,Apr2019,2,15,105,4,16
20190416,April 16 2019,Tuesday,April,2019,201904,Apr2019,3,16,106,4,16
20190417,April 17 2019,Wednesday,April,2019,201904,Apr2019,4,17,107,4,16
20190418,April 18 2019,Thursday,April,2019,201904,Apr2019,5,18,108,4,16
20190419,April 19 2019,Friday,April,2019,201904,Apr2019,6,19,109,4,16
20190420,April 20 2019,Saturday,April,2019,201904,Apr2019,7,20,110,4,16
20190421,April 21 2019,Sunday,April,2019,201904,Apr2019,1,21,111,4,17
20190422,April 22 2019,Monday,April,2019,201904,Apr2019,2,22,112,4,17
20190423,April 23 2019,Tuesday,April,2019,201904,Apr2019,3,23,113,4,17
20190424,April 24 2019,Wednesday,April,2019,201904,Apr2019,4,24,114,4,17
20190425,April 25 2019,Thursday,April,2019,201904,Apr2019,5,25,115,4,17
20190426,April 26 2019,Friday,April,2019,201904,Apr2019,6,26,116,4,17
20190427,April 27 2019,Saturday,April,2019,201904,Apr2019,7,27,117,4,17
20190428,April 28 2019,Sunday,April,2019,201904,Apr2019,1,28,118,4,18
20190429,April 29 2019,Monday,April,2019,201904,Apr2019,2,29,119,4,18
20190430,April 30 2019,Tuesday,April,2019,201904,Apr2019,3,30,120,4,18
20190501,May 01 2019,Wednesday,May,2019,201905,May2019,4,1,121,5,18
20190502,May 02 2019,Thursday,May,2019,201905,May2019,5,2,122,5,18
20190503,May 03 2019,Friday,May,2019,201905,May2019,6,3,123,5,18
20190504,May 04 2019,Saturday,May,2019,201905,May2019,7,4,124,5,18
20190505,May 05 2019,Sunday,May,2019,201905,May2019,1,5,125,5,19
20190506,May 06 2019,Monday,May,2019,201905,May2019,2,6,126,5,19
20190507,May 07 2019,Tuesday,May,2019,201905,May2019,3,7,127,5,19
20190508,May 08 2019,Wednesday,May,2019,201905,May2019,4,8,128,5,19
20190509,May 09 2019,Thursday,May,2019,201905,May2019,5,9,129,5,19
20190510,May 10 2019,Friday,May,2019,201905,May2019,6,10,130,5,19
20190511,May 11 2019,Saturday,May,2019,201905,May2019,7,11,131,5,19
20190512,May 12 2019,Sunday,May,2019,201905,May2019,1,12,132,5,20
20190513,May 13 2019,Monday,May,2019,201905,May2019,2,13,133,5,20
20190514,May 14 2019,Tuesday,May,2019,201905,May2019,3,14,134,5,20
20190515,May 15 2019,Wednesday,May,2019,201905,May2019,4,15,135,5,20
20190516,May 16 2019,Thursday,May,2019,201905,May2019,5,16,136,5,20
20190517,May 17 2019,Friday,May,2019,201905,May2019,6,17,137,5,20
20190518,May 18 2019,Saturday,May,2019,201905,May2019,7,18,138,5,20
20190519,May 19 2019,Sunday,May,2019,201905,May2019,1,19,139,5,21
20190520,May 20 2019,Monday,May,2019,201905,May2019,2,20,140,5,21
20190521,May 21 2019,Tuesday,May,2019,201905,May2019,3,21,141,5,21
20190522,May 22 2019,Wednesday,May,2019,201905,May2019,4,22,142,5,21
20190523,May 23 2019,Thursday,May,2019,201905,May2019,5,23,143,5,21
20190524,May 24 2019,Friday,May,2019,201905,May2019,6,24,144,5,21
20190525,May 25 2019,Saturday,May,2019,201905,May2019,7,25,145,5,21
20190526,May 26 2019,Sunday,May,2019,201905,May2019,1,26,146,5,22
20190527,May 27 2019,Monday,May,2019,201905,May2019,2,27,147,5,22
20190528,May 28 2019,Tuesday,May,2019,201905,May2019,3,28,148,5,22
20190529,May 29 2019,Wednesday,May,2019,201905,May2019,4,29,149,5,22
20190530,May 30 2019,Thursday,May,2019,201905,May2019,5,30,150,5,22
20190531,May 31 2019,Friday,May,2019,201905,May2019,6,31,151,5,22
20190601,June 01 2019,Saturday,June,2019,201906,Jun2019,7,1,152,6,22
20190602,June 02 2019,Sunday,June,2019,201906,Jun2019,1,2,153,6,23
20190603,June 03 2019,Monday,June,2019,201906,Jun2019,2,3,154,6,23
20190604,June 04 2019,Tuesday,June,2019,201906,Jun2019,3,4,155,6,23
20190605,June 05 2019,Wednesday,June,2019,201906,Jun2019,4,5,156,6,23
20190606,June 06 2019,Thursday,June,2019,201906,Jun2019,5,6,157,6,23
20190607,June 07 2019,Friday,June,2019,201906,Jun2019,6,7,158,6,23
20190608,June 08 2019,Saturday,June,2019,201906,Jun2019,7,8,159,6,23
20190609,June 09 2019,Sunday,June,2019,201906,Jun2019,1,9,160,6,24
20190610,June 10 2019,Monday,June,2019,201906,Jun2019,2,10,161,6,24
20190611,June 11 2019,Tuesday,June,2019,201906,Jun2019,3,11,162,6,24
20190612,June 12 2019,Wednesday,June,2019,201906,Jun2019,4,12,163,6,24
20190613,June 13 2019,Thursday,June,2019,201906,Jun2019,5,13,164,6,24
20190614,June 14 2019,Friday,June,2019,201906,Jun2019,6,14,165,6,24
20190615,June 15 2019,Saturday,June,2019,201906,Jun2019,7,15,166,6,24
20190616,June 16 2019,Sunday,June,2019,201906,Jun2019,1,16,167,6,25
20190617,June 17 2019,Monday,June,2019,201906,Jun2019,2,17,168,6,25
20190618,June 18 2019,Tuesday,June,2019,201906,Jun2019,3,18,169,6,25
20190619,June 19 2019,Wednesday,June,2019,201906,Jun2019,4,19,170,6,25
20190620,June 20 2019,Thursday,June,2019,201906,Jun2019,5,20,171,6,25
20190621,June 21 2019,Friday,June,2019,201906,Jun2019,6,21,172,6,25
20190622,June 22 2019,Saturday,June,2019,201906,Jun2019,7,22,173,6,25
20190623,June 23 2019,Sunday,June,2019,201906,Jun2019,1,23,174,6,26
20190624,June 24 2019,Monday,June,2019,201906,Jun2019,2,24,175,6,26
20190625,June 25 2019,Tuesday,June,2019,201906,Jun2019,3,25,176,6,26
20190626,June 26 2019,Wednesday,June,2019,201906,Jun2019,4,26,177,6,26
20190627,June 27 2019,Thursday,June,2019,201906,Jun2019,5,27,178,6,26
20190628,June 28 2019,Friday,June,2019,201906,Jun2019,6,28,179,6,26
20190629,June 29 2019,Saturday,June,2019,201906,Jun2019,7,29,180,6,26
20190630,June 30 2019,Sunday,June,2019,201906,Jun2019,1,30,181,6,27
20190701,July 01 2019,Monday,July,2019,201907,Jul2019,2,1,182,7,27
20190702,July 02 2019,Tuesday,July,2019,201907,Jul2019,3,2,183,7,27
20190703,July 03 2019,Wednesday,July,2019,201907,Jul2019,4,3,184,7,27
20190704,July 04 2019,Thursday,July,2019,201907,Jul2019,5,4,185,7,27
20190705,July 05 2019,Friday,July,2019,201907,Jul2019,6,5,186,7,27
20190706,July 06 2019,Saturday,July,2019,201907,Jul2019,7,6,187,7,27
20190707,July 07 2019,Sunday,July,2019,201907,Jul2019,1,7,188,7,28
20190708,July 08 2019,Monday,July,2019,201907,Jul2019,2,8,189,7,28
20190709,July 09 2019,Tuesday,July,2019,201907,Jul2019,3,9,190,7,28
20190710,July 10 2019,Wednesday,July,2019,201907,Jul2019,4,10,191,7,28
20190711,July 11 2019,Thursday,July,2019,201907,Jul2019,5,11,192,7,28
20190712,July 12 2019,Friday,July,2019,201907,Jul2019,6,12,193,7,28
